EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,Salary,Bonus,EducationLevel,MaritalStatus,Attrition,PerformanceRating,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,Overtime,TrainingHours,ManagerID,TeamSize,RemoteWork,TravelFrequency,HireDate
4552,42,Male,Operations,Analyst,111658,601505,41354,3,Single,No,1,6,5,1,4,4,No,25,124,6,Yes,Occasionally,2018-10-08
4553,44,Male,HR,Analyst,106851,526519,295105,3,Divorced,Yes,5,12,10,1,4,4,Yes,19,157,12,No,Rarely,2012-11-28
4554,23,Female,HR,Engineer,36682,1098547,50937,5,Married,No,3,7,3,1,3,2,Yes,31,186,12,Yes,Occasionally,2017-01-22
4555,52,Male,Finance,Senior Analyst,172979,1870149,56108,2,Married,Yes,4,4,3,4,2,3,Yes,36,114,10,No,Rarely,2020-11-08
4556,29,Female,Finance,Team Lead,64793,1983413,71461,1,Divorced,Yes,3,11,10,3,2,2,No,5,109,10,Yes,Frequently,2013-08-17
4557,45,Female,HR,Team Lead,93525,405879,213331,5,Married,No,3,4,4,3,1,3,Yes,60,135,10,No,Rarely,2020-09-30
4558,43,Female,Finance,Engineer,151218,1687146,76851,2,Single,Yes,2,4,2,1,2,4,No,79,107,13,Yes,Rarely,2020-04-08
4559,27,Female,Sales,Team Lead,144632,326085,249567,4,Married,No,5,10,6,2,4,1,No,10,166,13,No,Frequently,2014-01-22
4560,47,Female,HR,Manager,125355,959236,202516,1,Married,Yes,1,7,5,1,2,3,No,32,181,10,Yes,Occasionally,2017-10-27
4561,54,Male,R&D,Manager,171713,1630131,290680,3,Single,Yes,3,13,12,2,4,1,Yes,9,105,12,No,Frequently,2011-07-14
4562,31,Male,Sales,Manager,45293,1140329,44649,2,Married,No,2,1,0,1,2,2,No,48,155,6,Yes,Occasionally,2023-04-05
4563,31,Male,Finance,Senior Analyst,139383,2067365,116313,2,Single,Yes,3,7,7,4,3,2,No,50,155,12,Yes,Occasionally,2017-06-14
4564,24,Male,Marketing,Senior Analyst,157208,835890,101437,1,Married,Yes,5,12,10,3,3,4,Yes,50,105,5,Yes,Frequently,2012-05-30
4565,36,Male,HR,Engineer,112333,2087442,161238,4,Divorced,Yes,1,2,0,2,4,4,No,6,131,14,No,Occasionally,2022-11-14
4566,28,Male,Operations,Coordinator,92330,887119,28936,4,Divorced,No,2,16,16,3,4,2,No,30,163,4,Yes,Frequently,2008-12-08
4567,23,Male,HR,Executive,66775,1214794,68823,3,Single,Yes,2,7,4,1,1,4,Yes,67,174,12,No,Occasionally,2017-07-27
4568,47,Male,Marketing,Coordinator,71300,1393241,170624,1,Divorced,No,4,14,14,3,4,4,Yes,31,170,7,No,Rarely,2010-07-04
4569,30,Male,Marketing,Manager,75817,1866075,296777,2,Married,No,1,17,17,1,2,3,No,35,164,12,No,Occasionally,2007-02-05
4570,27,Female,Marketing,Engineer,105872,1070243,132455,3,Married,No,2,2,0,3,4,1,No,8,164,11,No,Rarely,2022-03-09
4571,52,Male,IT,Executive,139358,1976796,27763,5,Divorced,No,4,9,5,3,1,2,Yes,68,101,5,Yes,Occasionally,2015-05-14
4572,36,Male,Sales,Executive,44734,1358016,135891,5,Divorced,No,4,17,17,4,3,3,No,61,107,11,No,Occasionally,2007-08-24
4573,34,Male,Marketing,Manager,27961,351569,132688,5,Married,No,4,11,8,4,4,4,No,79,177,12,Yes,Rarely,2013-04-14
4574,45,Male,Operations,Manager,106844,2252208,115933,1,Single,No,1,1,0,4,4,3,Yes,7,107,4,Yes,Occasionally,2023-05-14
4575,55,Male,R&D,Engineer,111427,1347197,83053,5,Divorced,No,2,17,13,3,2,1,Yes,6,189,11,Yes,Rarely,2007-01-16
4576,28,Male,Sales,Engineer,97901,1671642,104936,3,Single,Yes,3,10,8,4,3,3,Yes,58,123,3,No,Rarely,2014-07-13
4577,43,Female,HR,Analyst,120447,511774,99675,1,Married,No,5,18,15,2,3,2,No,65,181,12,Yes,Frequently,2006-09-16
4578,31,Female,IT,Manager,176432,1808726,161304,3,Divorced,No,5,19,15,4,1,1,Yes,51,144,7,Yes,Frequently,2005-10-05
4579,47,Female,R&D,Engineer,133998,1864589,191061,2,Married,Yes,3,18,14,1,3,1,Yes,16,120,11,No,Rarely,2006-09-05
4580,45,Male,HR,Team Lead,93348,1252747,285501,1,Single,Yes,4,3,0,1,3,1,Yes,78,123,4,Yes,Frequently,2021-03-19
4581,52,Female,Operations,Engineer,113557,890211,153320,3,Single,Yes,5,12,8,1,4,3,No,13,189,11,Yes,Occasionally,2012-04-29
4582,47,Male,Operations,Analyst,119389,1054944,743,5,Single,No,4,4,0,3,2,3,Yes,77,130,10,No,Frequently,2020-05-07
4583,43,Male,Sales,Team Lead,71072,1163443,229673,3,Married,Yes,4,7,3,3,4,4,No,31,157,7,Yes,Occasionally,2017-05-05
4584,55,Male,Operations,Executive,167024,2180993,74106,5,Divorced,No,4,3,0,3,4,3,Yes,70,124,5,Yes,Rarely,2021-09-26
4585,28,Female,HR,Manager,161219,508264,126474,1,Married,No,1,18,14,4,3,2,No,43,192,5,No,Rarely,2006-12-16
4586,56,Female,Sales,Senior Analyst,32918,1729255,283205,4,Single,No,1,9,9,2,1,2,Yes,39,193,13,Yes,Rarely,2015-08-31
4587,48,Male,Finance,Executive,45215,1724333,172336,4,Single,No,2,14,12,1,4,4,Yes,33,187,6,No,Occasionally,2010-06-09
4588,53,Female,Finance,Executive,64764,304844,247958,5,Divorced,No,4,11,8,1,4,2,Yes,59,112,12,No,Frequently,2013-11-23
4589,58,Male,Sales,Coordinator,171236,1538936,279169,3,Divorced,Yes,2,13,12,4,2,4,Yes,55,168,10,Yes,Frequently,2011-02-24
4590,30,Male,IT,Analyst,48206,383059,152946,3,Married,Yes,2,10,8,3,1,1,No,68,185,12,No,Rarely,2014-02-10
4591,31,Female,Operations,Executive,36736,621539,80338,5,Married,Yes,5,14,12,1,2,1,Yes,18,109,8,Yes,Rarely,2010-04-19
4592,30,Male,Finance,Team Lead,115100,2200667,222105,3,Single,No,1,4,3,1,3,3,Yes,8,195,14,No,Frequently,2020-07-24
4593,51,Female,IT,Engineer,88387,2358044,101558,3,Married,No,1,14,11,3,4,2,No,78,173,7,No,Rarely,2010-06-28
4594,33,Female,Marketing,Senior Analyst,140605,727649,21773,3,Divorced,Yes,3,16,15,4,2,3,No,52,163,5,No,Occasionally,2008-07-18
4595,38,Female,Finance,Engineer,27397,1375346,181779,3,Single,Yes,4,12,11,3,1,4,Yes,46,193,12,No,Occasionally,2012-06-05
4596,30,Male,Operations,Executive,40950,348787,90150,1,Married,Yes,2,8,6,3,2,3,Yes,26,195,7,Yes,Frequently,2016-07-18
4597,30,Female,Marketing,Team Lead,170908,2087086,223038,1,Divorced,No,1,8,4,2,2,1,No,56,132,8,No,Rarely,2016-04-27
4598,32,Male,Operations,Senior Analyst,114529,712209,12485,1,Single,No,1,1,1,4,3,1,Yes,50,143,11,No,Frequently,2023-10-21
4599,30,Male,R&D,Executive,78166,1649795,4806,4,Single,No,5,15,13,3,2,2,Yes,50,157,6,Yes,Occasionally,2009-11-04
4600,45,Male,R&D,Manager,98147,427117,157976,1,Married,Yes,1,16,13,3,1,2,No,50,112,5,No,Rarely,2008-08-05
4601,47,Female,HR,Engineer,73175,1089152,297934,2,Divorced,Yes,1,8,4,3,3,3,No,10,188,7,No,Rarely,2016-02-29
4602,57,Female,Sales,Manager,37721,2040534,169243,5,Single,Yes,1,3,1,2,2,2,No,71,110,6,Yes,Rarely,2021-06-22
4603,57,Female,Sales,Senior Analyst,39454,2267457,35523,1,Married,No,1,15,12,4,1,4,No,62,127,9,No,Frequently,2009-02-21
4604,26,Male,Sales,Analyst,80259,1834604,299016,3,Married,Yes,2,18,18,1,2,1,No,31,160,12,Yes,Rarely,2006-02-06
4605,49,Female,Operations,Engineer,76793,995752,290951,2,Married,Yes,2,13,12,4,4,2,Yes,52,135,6,Yes,Frequently,2011-03-05
4606,23,Male,Sales,Engineer,96796,585450,174899,3,Single,Yes,5,2,0,3,3,1,Yes,35,123,7,Yes,Occasionally,2022-07-04
4607,51,Male,Marketing,Manager,84000,2138944,214386,3,Divorced,Yes,2,3,1,2,2,2,Yes,43,100,3,Yes,Occasionally,2021-06-25
4608,34,Female,Sales,Team Lead,171389,537819,205468,5,Married,Yes,1,10,8,1,1,3,Yes,65,150,6,No,Rarely,2014-07-25
4609,32,Female,R&D,Team Lead,149889,1703777,263196,1,Single,No,4,5,5,3,1,4,No,33,199,12,Yes,Occasionally,2019-03-21
4610,31,Male,Finance,Team Lead,147378,381798,166763,3,Single,Yes,3,1,0,2,2,4,No,70,193,8,No,Occasionally,2023-12-12
4611,48,Female,Sales,Coordinator,48942,1286432,150073,1,Single,Yes,5,19,19,4,1,1,No,52,103,10,No,Occasionally,2005-06-27
4612,42,Male,Operations,Manager,47642,385639,245225,2,Divorced,Yes,5,3,2,1,3,3,No,20,118,3,No,Rarely,2021-12-20
4613,55,Female,Operations,Team Lead,48407,2139453,213381,2,Divorced,No,5,15,12,4,2,2,No,70,177,10,No,Rarely,2009-03-27
4614,56,Female,R&D,Coordinator,86466,435195,240784,3,Married,Yes,5,17,15,1,1,1,No,59,174,11,No,Occasionally,2007-06-13
4615,27,Female,R&D,Senior Analyst,35125,1619946,266846,3,Single,No,1,7,6,3,1,2,No,21,135,5,No,Rarely,2017-03-26
4616,50,Female,HR,Analyst,172149,1212229,134684,1,Married,No,4,9,7,2,1,4,No,53,154,13,No,Rarely,2015-05-20
4617,29,Female,HR,Executive,97168,1160892,43910,1,Married,Yes,1,13,13,2,2,3,No,77,174,4,Yes,Occasionally,2011-02-07
4618,43,Female,Sales,Analyst,48874,2350735,23670,5,Single,Yes,1,2,2,4,2,3,No,29,165,12,No,Rarely,2022-01-15
4619,42,Female,Sales,Manager,78326,969495,296801,2,Married,Yes,3,11,9,2,3,1,Yes,35,114,14,No,Occasionally,2013-02-15
4620,24,Female,Sales,Team Lead,140877,1941302,151796,3,Divorced,Yes,1,14,10,1,1,4,Yes,48,107,4,Yes,Frequently,2010-07-07
4621,38,Female,Operations,Engineer,115182,1174336,91374,5,Married,No,1,13,10,4,4,4,No,25,181,14,Yes,Occasionally,2011-04-27
4622,37,Female,HR,Coordinator,147606,2296181,145285,5,Single,No,5,9,5,3,3,4,No,62,127,3,No,Rarely,2015-09-28
4623,33,Male,Finance,Coordinator,72665,1877319,40459,5,Divorced,Yes,5,16,13,4,4,3,Yes,66,139,4,Yes,Frequently,2008-05-07
4624,46,Male,Marketing,Engineer,90876,1457449,14206,2,Married,No,5,16,13,2,4,1,No,77,197,9,No,Rarely,2008-08-23
4625,44,Female,Marketing,Team Lead,132787,2028863,288021,5,Married,No,2,11,10,2,4,1,No,76,193,5,Yes,Frequently,2013-12-07
4626,23,Female,R&D,Senior Analyst,140169,526780,11305,3,Married,No,4,14,10,4,4,4,Yes,47,151,13,No,Frequently,2010-06-19
4627,56,Female,R&D,Executive,42031,2103851,112212,3,Divorced,No,3,17,15,2,1,1,No,71,126,9,No,Rarely,2007-07-23
4628,22,Male,Finance,Coordinator,140446,1642662,17016,3,Married,Yes,3,17,17,1,1,2,Yes,5,173,14,No,Rarely,2007-01-26
4629,28,Female,HR,Senior Analyst,102781,2243678,46094,3,Single,No,2,16,14,1,3,2,Yes,62,152,4,No,Occasionally,2008-02-26
4630,24,Female,Operations,Engineer,119460,2095605,297845,4,Divorced,Yes,2,10,10,4,4,4,No,12,164,5,No,Frequently,2014-07-21
4631,54,Male,Operations,Manager,117689,1638352,38585,1,Single,No,1,14,10,4,3,2,Yes,5,121,9,No,Occasionally,2010-03-08
4632,50,Female,Finance,Manager,33685,1942258,145210,5,Divorced,No,5,12,12,1,2,4,No,23,121,5,No,Rarely,2012-11-20
4633,26,Female,IT,Executive,121516,504696,14464,5,Single,No,2,16,15,3,4,4,No,32,146,7,No,Frequently,2008-04-20
4634,44,Female,Operations,Team Lead,162869,1546021,255967,4,Single,No,4,1,0,3,4,4,No,12,136,8,Yes,Occasionally,2023-06-06
4635,59,Female,Marketing,Coordinator,73393,1749026,201356,1,Single,No,2,12,9,3,3,1,Yes,49,105,8,No,Rarely,2012-03-16
4636,51,Female,Finance,Manager,27879,2235500,84701,3,Married,Yes,5,19,18,4,2,3,No,24,160,14,Yes,Frequently,2005-07-14
4637,27,Female,IT,Senior Analyst,97112,599016,96003,2,Single,No,1,1,0,4,3,2,Yes,21,140,11,Yes,Frequently,2023-12-02
4638,37,Male,Finance,Manager,69819,2327561,55347,1,Divorced,No,1,7,4,4,4,3,Yes,52,122,6,No,Frequently,2017-02-06
4639,34,Male,Marketing,Executive,168703,1764910,177846,2,Married,No,1,19,18,2,3,4,No,72,177,6,No,Occasionally,2005-08-20
4640,41,Female,IT,Executive,177239,1321407,71,4,Married,Yes,3,2,0,1,2,1,Yes,17,142,11,No,Frequently,2022-09-01
4641,54,Male,Operations,Executive,108595,1716292,273688,1,Divorced,Yes,1,12,12,3,4,1,No,20,150,14,Yes,Frequently,2012-05-12
4642,56,Female,R&D,Analyst,54398,1240231,211380,1,Divorced,Yes,1,4,1,2,3,1,No,71,123,13,Yes,Frequently,2020-08-18
4643,43,Female,Finance,Senior Analyst,109095,2233140,59130,3,Divorced,No,4,6,5,2,2,2,Yes,73,118,12,Yes,Frequently,2018-04-18
4644,24,Female,Sales,Manager,82202,1718680,242909,4,Divorced,Yes,3,18,17,2,4,3,No,29,134,14,Yes,Frequently,2006-01-01
4645,38,Female,R&D,Team Lead,161527,1790352,287618,4,Divorced,Yes,3,6,4,1,1,3,Yes,42,186,7,No,Occasionally,2018-05-18
4646,45,Female,Operations,Engineer,81235,489624,136082,3,Single,Yes,2,1,0,2,2,4,Yes,7,138,14,No,Frequently,2023-01-01
4647,31,Female,R&D,Manager,147023,933581,188972,5,Divorced,No,4,9,7,1,4,4,Yes,57,108,9,Yes,Rarely,2015-02-20
4648,54,Female,Finance,Coordinator,176077,944866,126239,5,Married,No,4,19,15,1,2,2,No,25,167,3,Yes,Occasionally,2005-05-23
4649,25,Male,Sales,Engineer,36603,1348739,257871,3,Single,No,1,10,8,3,1,3,Yes,11,132,4,No,Occasionally,2014-12-25
4650,35,Male,HR,Coordinator,31227,1957444,50842,3,Divorced,No,1,19,18,2,3,2,No,70,142,5,No,Occasionally,2005-10-30
4651,31,Female,Operations,Executive,75197,2042795,163009,2,Single,Yes,2,16,15,2,3,2,Yes,22,179,5,No,Occasionally,2008-07-04
4652,46,Female,Marketing,Engineer,123205,1684943,148357,2,Single,Yes,3,5,3,2,2,3,No,19,130,14,No,Occasionally,2019-02-28
4653,31,Female,HR,Manager,165180,888718,81274,3,Single,No,4,8,5,3,4,1,No,78,157,5,Yes,Occasionally,2016-02-24
4654,31,Female,HR,Analyst,69592,1525909,46652,1,Married,No,3,6,4,1,1,2,Yes,6,174,10,Yes,Frequently,2018-03-06
4655,37,Female,Marketing,Analyst,30773,789493,113680,5,Single,No,1,1,0,1,2,1,No,67,125,5,No,Occasionally,2023-11-04
4656,51,Female,Finance,Analyst,69180,1737353,44807,3,Single,No,2,16,14,1,3,1,Yes,67,155,9,No,Occasionally,2008-06-21
4657,41,Female,IT,Team Lead,71733,1827303,44536,1,Married,No,4,10,6,3,1,4,No,5,172,14,No,Rarely,2014-12-13
4658,31,Female,Sales,Team Lead,128665,1005977,272571,2,Married,Yes,3,2,0,3,1,1,Yes,62,142,4,Yes,Frequently,2022-12-07
4659,46,Male,HR,Analyst,106210,1069640,123904,2,Single,No,1,9,8,2,2,1,Yes,51,100,12,No,Frequently,2015-04-25
4660,57,Female,Operations,Analyst,163492,604291,275950,2,Married,No,3,2,1,4,1,4,No,13,175,6,No,Occasionally,2022-11-30
4661,36,Female,R&D,Senior Analyst,58923,651011,269346,2,Divorced,No,2,16,14,2,1,3,No,69,181,6,No,Frequently,2008-08-15
4662,27,Male,Operations,Senior Analyst,129133,553202,103519,4,Divorced,Yes,4,6,5,1,2,4,Yes,34,125,5,Yes,Occasionally,2018-12-23
4663,52,Female,Operations,Coordinator,165910,1408575,76565,2,Single,No,3,19,17,1,4,3,No,8,136,9,Yes,Occasionally,2005-03-27
4664,29,Female,Finance,Executive,50847,465127,14802,5,Single,No,2,1,1,1,4,4,Yes,59,108,5,No,Occasionally,2023-02-12
4665,58,Female,Marketing,Executive,110825,820779,131889,5,Single,No,5,4,2,1,4,2,No,57,156,5,Yes,Occasionally,2020-05-11
4666,25,Female,IT,Team Lead,49234,2108254,136030,2,Divorced,No,2,16,15,4,2,3,No,62,176,7,No,Rarely,2008-07-25
4667,25,Female,Sales,Executive,88211,692712,296001,2,Married,Yes,4,9,7,3,3,2,No,57,175,3,No,Frequently,2015-05-22
4668,35,Female,Finance,Coordinator,37756,1771080,129415,4,Married,Yes,5,16,16,2,2,4,No,66,144,14,Yes,Frequently,2008-02-16
4669,35,Female,IT,Manager,25082,403715,58825,3,Single,Yes,1,17,13,4,3,1,No,16,174,6,No,Rarely,2007-10-21
4670,50,Female,Marketing,Analyst,90858,793577,166900,3,Married,No,5,3,1,1,1,2,Yes,8,156,8,No,Occasionally,2021-03-01
4671,52,Female,IT,Executive,133537,1319264,265808,3,Single,Yes,4,8,8,2,2,3,No,9,147,6,No,Occasionally,2016-04-27
4672,42,Male,Operations,Engineer,161802,2100770,89083,2,Single,Yes,5,10,9,2,2,3,No,54,199,9,No,Frequently,2014-04-13
4673,38,Male,Marketing,Executive,120385,2343561,82078,4,Divorced,No,5,19,19,2,1,4,No,55,191,6,Yes,Frequently,2005-08-03
4674,42,Male,Finance,Coordinator,76417,775870,11020,2,Married,Yes,5,7,3,2,4,4,Yes,16,158,11,No,Rarely,2017-08-17
4675,25,Female,Operations,Analyst,164881,350012,89821,2,Single,No,2,15,15,4,4,1,No,32,121,13,No,Frequently,2009-01-11
4676,47,Male,Finance,Senior Analyst,40503,966866,40994,1,Single,No,2,14,13,4,3,3,Yes,57,199,8,No,Occasionally,2010-01-27
4677,34,Male,Operations,Executive,144050,658485,110856,5,Divorced,No,1,18,15,4,4,4,No,75,116,12,No,Occasionally,2006-07-24
4678,46,Male,Sales,Manager,93826,1575754,61473,4,Single,Yes,4,14,14,4,3,4,Yes,36,111,11,No,Occasionally,2010-02-06
4679,22,Male,IT,Team Lead,28539,1541724,84986,3,Divorced,Yes,4,9,5,3,3,2,No,61,198,13,Yes,Occasionally,2015-12-03
4680,53,Male,HR,Analyst,177137,2189793,246002,2,Single,Yes,4,4,1,1,3,2,Yes,52,105,13,Yes,Occasionally,2020-01-09
4681,36,Female,Finance,Senior Analyst,62621,2341239,34936,2,Married,No,5,3,0,2,4,1,No,33,177,12,Yes,Rarely,2021-11-13
4682,43,Female,IT,Analyst,117142,1102373,209160,2,Divorced,Yes,4,18,15,1,1,2,No,46,138,7,Yes,Frequently,2006-08-18
4683,22,Male,Marketing,Executive,123314,920890,257393,4,Single,No,4,12,11,2,2,3,No,53,150,6,No,Occasionally,2012-12-12
4684,37,Female,HR,Manager,43950,1579711,283691,2,Divorced,Yes,1,11,10,2,3,3,No,40,152,14,No,Occasionally,2013-05-08
4685,33,Male,Operations,Coordinator,166462,2395198,32574,1,Divorced,No,5,8,6,1,4,4,No,38,191,3,Yes,Occasionally,2016-11-19
4686,28,Male,Marketing,Senior Analyst,51631,1697540,292790,4,Divorced,Yes,1,8,7,1,4,1,Yes,25,133,3,No,Frequently,2016-05-23
4687,55,Male,R&D,Executive,46009,2092946,14835,4,Divorced,No,4,12,12,4,1,3,No,16,185,5,No,Occasionally,2012-01-03
4688,43,Male,Operations,Manager,53039,1199383,57247,1,Divorced,Yes,3,12,10,3,4,2,Yes,25,125,14,Yes,Rarely,2012-09-16
4689,24,Male,Finance,Engineer,71827,838118,233656,1,Divorced,Yes,3,16,14,1,3,2,No,69,124,8,Yes,Occasionally,2008-06-13
4690,39,Male,IT,Executive,82420,2348994,124434,4,Single,Yes,5,10,10,3,4,3,Yes,51,145,12,Yes,Occasionally,2014-09-22
4691,24,Female,Finance,Team Lead,120896,1556861,266897,4,Divorced,No,4,19,19,3,2,3,Yes,13,106,3,Yes,Rarely,2005-09-09
4692,34,Female,R&D,Coordinator,113617,1883739,90853,3,Married,No,4,7,3,2,3,3,No,78,177,13,Yes,Rarely,2017-06-18
4693,57,Female,IT,Analyst,63690,1451916,2646,5,Married,Yes,3,15,11,4,2,1,No,48,127,9,No,Frequently,2009-05-11
4694,55,Female,HR,Senior Analyst,123718,1458278,222726,4,Divorced,No,2,10,7,3,3,1,Yes,36,127,10,No,Occasionally,2014-03-29
4695,29,Female,Marketing,Analyst,114229,2274401,270089,2,Single,Yes,3,16,14,3,4,1,No,26,134,14,No,Frequently,2008-02-14
4696,36,Female,Operations,Coordinator,128013,1763216,214401,3,Married,No,1,4,3,2,4,4,Yes,23,168,6,No,Rarely,2020-04-16
4697,52,Female,HR,Analyst,147494,1618218,168879,5,Married,No,5,2,0,2,4,2,No,25,140,11,No,Frequently,2022-04-11
4698,30,Male,IT,Analyst,166342,1086163,266486,5,Married,Yes,5,12,11,3,1,1,Yes,45,123,4,No,Frequently,2012-12-24
4699,35,Male,R&D,Coordinator,145668,1029876,254307,3,Married,No,4,4,1,1,3,3,No,11,174,12,No,Frequently,2020-07-19
4700,41,Female,Operations,Engineer,47562,1048867,230995,2,Single,Yes,5,13,10,3,1,4,Yes,57,116,4,No,Occasionally,2011-09-12
4701,45,Female,Sales,Coordinator,28911,2099844,39927,3,Divorced,Yes,2,12,12,1,1,3,Yes,34,183,6,No,Frequently,2012-08-31
4702,31,Female,Finance,Executive,129800,578235,143819,1,Single,Yes,2,15,12,3,4,3,No,51,117,7,No,Occasionally,2009-08-14
4703,28,Male,HR,Analyst,128722,1462538,127871,2,Married,Yes,4,6,2,4,1,1,Yes,36,189,6,No,Frequently,2018-05-17
4704,49,Male,HR,Executive,156361,1091129,126148,3,Divorced,No,2,19,18,2,4,2,No,36,197,4,Yes,Frequently,2005-04-05
4705,24,Male,Marketing,Executive,99484,1462865,134921,4,Married,Yes,3,6,5,2,3,3,No,56,149,12,No,Rarely,2018-04-02
4706,41,Female,HR,Analyst,170759,1879417,73874,1,Divorced,No,3,7,3,2,1,1,Yes,65,176,8,No,Rarely,2017-12-01
4707,41,Male,Marketing,Team Lead,69143,2078247,88719,2,Divorced,Yes,3,18,14,4,2,2,No,30,164,4,No,Rarely,2006-03-05
4708,34,Female,HR,Analyst,39746,1026787,180566,5,Married,No,5,13,12,2,3,2,Yes,20,173,14,Yes,Occasionally,2011-04-22
4709,39,Female,HR,Engineer,122895,756854,290421,1,Married,Yes,4,8,5,1,2,4,Yes,75,144,7,Yes,Rarely,2016-09-15
4710,26,Female,Finance,Manager,33201,2035266,264960,2,Divorced,Yes,5,12,10,3,3,3,No,12,110,4,Yes,Frequently,2012-10-03
4711,41,Female,Operations,Team Lead,154947,1788361,258434,4,Married,Yes,1,18,18,2,4,1,No,6,122,5,Yes,Occasionally,2006-07-22
4712,46,Male,R&D,Analyst,143170,2312691,285000,4,Single,No,2,3,0,2,1,4,No,32,128,7,Yes,Frequently,2021-11-02
4713,53,Male,IT,Team Lead,106547,418429,155786,3,Divorced,No,4,10,6,2,4,2,Yes,15,179,13,No,Occasionally,2014-06-26
4714,22,Male,Sales,Coordinator,94208,488698,129567,3,Married,Yes,2,17,17,2,1,4,No,40,138,9,Yes,Occasionally,2007-04-01
4715,47,Male,R&D,Team Lead,87594,824335,133,3,Single,Yes,2,9,6,4,1,1,Yes,65,153,5,No,Occasionally,2015-02-21
4716,54,Female,IT,Coordinator,60239,892258,250781,4,Single,Yes,1,4,2,3,2,4,Yes,6,143,10,Yes,Frequently,2020-12-06
4717,45,Female,R&D,Manager,112601,1469208,44014,3,Single,Yes,3,1,1,2,2,1,Yes,54,194,4,No,Frequently,2023-04-21
4718,52,Female,HR,Team Lead,71954,420156,9145,4,Married,Yes,1,11,10,2,4,4,No,67,135,9,No,Frequently,2013-04-03
4719,42,Female,Finance,Team Lead,47954,921160,109120,2,Divorced,Yes,1,17,16,3,1,3,Yes,16,161,10,Yes,Occasionally,2007-03-05
4720,41,Male,IT,Executive,55412,935420,17458,3,Married,No,1,18,16,1,3,1,No,18,193,12,Yes,Frequently,2006-07-04
4721,30,Female,Sales,Engineer,107559,1137668,299501,2,Divorced,No,2,17,14,3,4,2,Yes,15,126,10,Yes,Occasionally,2007-03-21
4722,55,Female,R&D,Manager,117179,2386796,289070,2,Divorced,Yes,1,11,7,4,4,1,Yes,73,170,14,Yes,Rarely,2013-11-08
4723,25,Male,Operations,Executive,49871,1677682,224693,1,Single,Yes,4,8,8,4,3,1,No,17,149,7,No,Rarely,2016-09-09
4724,46,Male,R&D,Manager,58835,438684,9433,1,Married,Yes,4,10,6,3,2,3,Yes,55,175,6,No,Rarely,2014-08-30
4725,44,Male,Operations,Analyst,100229,1863902,235578,3,Single,No,5,10,8,1,4,4,Yes,9,175,12,No,Frequently,2014-12-04
4726,33,Male,Marketing,Team Lead,85816,1544533,249422,5,Single,No,5,6,6,2,1,4,No,44,122,9,No,Frequently,2018-04-09
4727,59,Female,Sales,Senior Analyst,172248,1566559,201675,3,Divorced,No,2,14,10,1,3,4,No,20,137,10,No,Rarely,2010-04-07
4728,50,Female,Sales,Executive,41486,636626,12249,5,Married,No,3,17,14,2,4,4,No,29,159,8,Yes,Occasionally,2007-04-14
4729,58,Male,Finance,Executive,67271,2190150,243176,5,Divorced,Yes,4,13,10,3,4,2,No,27,189,7,Yes,Rarely,2011-12-21
4730,25,Female,IT,Executive,60166,2316991,226976,3,Married,No,1,8,4,4,3,1,No,41,143,4,Yes,Frequently,2016-01-05
4731,58,Female,Sales,Coordinator,154649,2199639,49711,5,Single,No,5,14,14,3,1,3,Yes,70,148,12,No,Frequently,2010-03-17
4732,35,Female,Sales,Engineer,123802,617643,16313,2,Single,No,1,17,17,3,4,4,No,11,108,7,No,Occasionally,2007-05-25
4733,53,Male,Marketing,Manager,55971,1723347,249643,3,Divorced,No,4,16,12,4,2,1,Yes,8,151,13,Yes,Frequently,2008-06-09
4734,39,Male,Operations,Senior Analyst,55291,365674,51539,5,Divorced,Yes,2,5,1,3,1,3,No,49,173,8,No,Rarely,2019-12-21
4735,25,Female,IT,Coordinator,139886,1933071,22368,3,Single,No,2,16,16,2,1,3,Yes,51,184,14,Yes,Rarely,2008-09-03
4736,54,Female,Sales,Engineer,88279,966580,11290,1,Married,No,3,19,19,4,2,3,No,5,150,5,Yes,Rarely,2005-05-06
4737,53,Female,Marketing,Senior Analyst,34006,1785718,210190,4,Divorced,No,1,16,15,1,1,2,Yes,41,188,9,Yes,Rarely,2008-09-06
4738,33,Male,HR,Team Lead,94522,865242,67359,3,Single,No,5,18,14,1,1,2,No,59,188,11,No,Frequently,2006-12-14
4739,50,Male,Operations,Senior Analyst,167956,2317395,181973,5,Married,No,2,17,16,4,3,3,Yes,57,184,8,Yes,Rarely,2007-02-02
4740,33,Female,Finance,Team Lead,36018,498987,153561,4,Divorced,No,4,13,11,4,2,1,Yes,57,181,12,Yes,Occasionally,2011-09-16
4741,59,Female,Operations,Senior Analyst,149947,463824,177474,5,Single,No,1,12,9,3,4,4,Yes,54,111,8,No,Rarely,2012-07-16
4742,31,Male,R&D,Team Lead,147514,914120,205453,4,Single,Yes,5,4,1,1,1,3,Yes,26,103,6,No,Rarely,2020-01-04
4743,39,Male,Sales,Executive,118415,893950,150249,4,Divorced,No,2,18,15,1,4,1,Yes,46,173,13,Yes,Occasionally,2006-06-10
4744,42,Female,HR,Team Lead,120203,801430,73993,2,Married,Yes,1,17,14,1,1,2,No,17,139,13,Yes,Frequently,2007-08-08
